PROBEID,SYMBOL,GENENAME,ENTREZID,logFC,AveExpr,t,P.Value,adj.P.Val,B,pval_under_05
TC0300011383.hg.1,PSMD6,"proteasome 26S subunit, non-ATPase 6",9861,0.649358302547497,7.33635417509939,7.60000611168897,6.0919575918903e-13,4.78878633035844e-10,18.9215647568571,TRUE
TC1600010168.hg.1,SHCBP1,SHC binding and spindle associated 1,79801,1.24047419713422,4.31982841640518,7.58639650935675,6.63394753972688e-13,5.0062421713795e-10,18.8397183709113,TRUE
TC0200007261.hg.1,QPCT,glutaminyl-peptide cyclotransferase,25797,0.790497332621635,10.0101242737239,7.576675651185,7.0499597928034e-13,5.11555928657803e-10,18.7813134133556,TRUE
TC0600014265.hg.1,CLIC1,chloride intracellular channel 1,1192,0.444863873356104,10.3443147180622,7.56260037472704,7.69835646708407e-13,5.3791553002966e-10,18.6968276488341,TRUE
TC0400009818.hg.1,LRPAP1,LDL receptor related protein associated protein 1,4043,0.482859528270852,9.02739212563789,7.45408847144038,1.51203561727264e-12,1.00787879989292e-09,18.0487549102556,TRUE
TC2000007089.hg.1,TPX2,TPX2 microtubule nucleation factor,22974,0.998539542872036,4.68266513409001,7.45016052343533,1.54926774074497e-12,1.00787879989292e-09,18.0254049098947,TRUE
TC0600007701.hg.1,PHF1,PHD finger protein 1,5252,-0.607140040476043,6.80841344157829,-7.39395696514762,2.19240951296179e-12,1.37873326238457e-09,17.6921421937951,TRUE
TC0400011748.hg.1,CCNA2,cyclin A2,890,1.1391651718175,6.23785446947792,7.38295740660834,2.34613469556448e-12,1.42145979400366e-09,17.6271049498503,TRUE
TC1200011846.hg.1,CORO1C,coronin 1C,23603,0.494050583333973,9.54787115917834,7.37852514886468,2.41104173688737e-12,1.42145979400366e-09,17.6009155037576,TRUE
TC2000007514.hg.1,MMP9,matrix metallopeptidase 9,4318,1.34724922397012,9.86223095619559,7.36209741385859,2.6674394422024e-12,1.52496704595729e-09,17.5039333258469,TRUE
TC0800010154.hg.1,LSM1,"LSM1 homolog, mRNA degradation associated",27257,0.547859471990786,6.40960104906787,7.35331836293194,2.81530287287805e-12,1.56216188234463e-09,17.452161581878,TRUE
TC0400007559.hg.1,TMEM165,transmembrane protein 165,55858,0.748987269033503,7.20549791274989,7.34313828970926,2.99690930483849e-12,1.61541974128808e-09,17.3921766360924,TRUE
TC0900007115.hg.1,GLIPR2,GLI pathogenesis related 2,152007,0.528123357148697,10.547128862665,7.33441633915659,3.16166101434326e-12,1.65688601935e-09,17.3408253505028,TRUE
TC0100015698.hg.1,H3C13,H3 clustered histone 13,653604,0.493796472837134,5.77154786846029,7.32651389861993,3.31862891572742e-12,1.67464206160618e-09,17.2943323961407,TRUE
TC0100011512.hg.1,DTL,denticleless E3 ubiquitin protein ligase homolog,51514,1.10170695014591,4.99285992975444,7.32385883068192,3.37307316553773e-12,1.67464206160618e-09,17.278718791003,TRUE
TC1200010006.hg.1,PLBD1,phospholipase B domain containing 1,79887,0.667501460526824,11.1856503586075,7.31871995230284,3.48096468613103e-12,1.68389435303969e-09,17.2485088925939,TRUE
TC0600011372.hg.1,PPP1R10,protein phosphatase 1 regulatory subunit 10,5514,0.438627541740765,7.86754131377514,7.31361627158854,3.59148467125058e-12,1.69392374519534e-09,17.2185192352476,TRUE
TC0600011185.hg.1,H2BC12,H2B clustered histone 12,85236,0.494129889867356,10.7559772150504,7.30477034580492,3.79129923259932e-12,1.74455247127363e-09,17.1665713206644,TRUE
TC0100015509.hg.1,FAM72B,family with sequence similarity 72 member B,653820,1.00899895079541,3.6095149433856,7.26053180196346,4.96729888553472e-12,2.23126335177376e-09,16.9073807667343,TRUE
TC0400007933.hg.1,ANXA3,annexin A3,306,1.50163046968583,8.44582904939975,7.22643543950817,6.11299004378152e-12,2.63353920356999e-09,16.7083000840462,TRUE
TC1700007790.hg.1,CDC6,cell division cycle 6,990,0.885429224060517,3.69993972824054,7.22565540791588,6.14203991079613e-12,2.63353920356999e-09,16.703752697903,TRUE
TC1200011599.hg.1,LTA4H,leukotriene A4 hydrolase,4048,0.629100803144253,10.6195016761441,7.21616163015,6.50670472107462e-12,2.72789980595097e-09,16.6484316757731,TRUE
TC0100009656.hg.1,FCGR1BP,"Fc gamma receptor Ib, pseudogene",2210,1.09501180187558,8.86045856131688,7.21062070321569,6.72931604262701e-12,2.7598973143522e-09,16.6161658617268,TRUE
TC0700013419.hg.1,ARPC1A,actin related protein 2/3 complex subunit 1A,10552,0.571386530267927,8.07226233391877,7.20347076506086,7.02769649410954e-12,2.82094727782704e-09,16.5745540678723,TRUE
TC0600011644.hg.1,SRPK1,SRSF protein kinase 1,6732,0.844008965786465,6.99336201475844,7.19432493060558,7.4284456092473e-12,2.87552192263332e-09,16.5213651768867,TRUE
TC1900011635.hg.1,CHMP2A,charged multivesicular body protein 2A,27243,0.418744394212311,8.62996954115713,7.19343787855819,7.46849221928509e-12,2.87552192263332e-09,16.5162087187626,TRUE
TC0X00006799.hg.1,SAT1,spermidine/spermine N1-acetyltransferase 1,6303,0.621111705485509,9.90818498140228,7.16987850722155,8.61356361883041e-12,3.2499387321565e-09,16.379407762108,TRUE
TC1900011898.hg.1,MIR23A,microRNA 23a,407010,-0.791160038620221,4.59765869193116,-7.16661076158297,8.78548051203123e-12,3.2499387321565e-09,16.3604560338986,TRUE
TC1100009821.hg.1,SNORA54,"small nucleolar RNA, H/ACA box 54",677833,-0.772491725795603,6.52651829150644,-7.15527122599448,9.40870107105406e-12,3.35629588617313e-09,16.2947342790951,TRUE
TC1000008363.hg.1,PTEN,phosphatase and tensin homolog,5728,0.409414366480702,10.7655895375838,7.15473462746902,9.4392483912148e-12,3.35629588617313e-09,16.291625929048,TRUE
TC0400012621.hg.1,ACSL1,acyl-CoA synthetase long chain family member 1,2180,0.880853837552452,10.3315615845081,7.15182324145558,9.60669870949588e-12,3.35629588617313e-09,16.2747638010425,TRUE
TC1800006448.hg.1,TYMS,thymidylate synthetase,7298,1.32166481647968,5.2894554595173,7.12441199412059,1.13339344015564e-11,3.88774557126843e-09,16.1162222470727,TRUE
TC1400007947.hg.1,PSMC1,"proteasome 26S subunit, ATPase 1",5700,0.37990249708788,8.74642503886587,7.115827916012,1.19352679233691e-11,3.95639218705786e-09,16.0666549678467,TRUE
TC0500012100.hg.1,MACROH2A1,macroH2A.1 histone,9555,0.459110250259753,9.44817650799462,7.11498074792776,1.19962913921375e-11,3.95639218705786e-09,16.0617652519787,TRUE
TC1200012876.hg.1,CHFR,checkpoint with forkhead and ring finger domains,55743,0.421779118794163,7.28032117867977,7.11268525850261,1.21631902284192e-11,3.95639218705786e-09,16.0485179683588,TRUE
TC0100009723.hg.1,FAM72D,family with sequence similarity 72 member D,728833,0.984593630706459,4.20987868663143,7.09270477850304,1.37159544747969e-11,4.3858507986698e-09,15.9333282843311,TRUE
TC0100016676.hg.1,EDEM3,ER degradation enhancing alpha-mannosidase like protein 3,80267,0.528384123607507,8.24704662922845,7.07124069667603,1.56018628527168e-11,4.85448887712072e-09,15.8098214890283,TRUE
TC1000008800.hg.1,GSTO1,glutathione S-transferase omega 1,9446,0.652082914218346,6.45264420093069,7.07023572203787,1.56961635484132e-11,4.85448887712072e-09,15.804044755201,TRUE
TC0100009866.hg.1,FCGR1A,Fc gamma receptor Ia,2209,0.998092784891526,10.1216032908038,7.02301432029263,2.08208747432387e-11,6.33559069203132e-09,15.5332177172169,TRUE
TC0600013603.hg.1,MTRF1L,mitochondrial translation release factor 1 like,54516,0.516554950371671,6.39842793208393,6.98653689411088,2.58779853669734e-11,7.65776251797687e-09,15.3248294686074,TRUE
TC0400012769.hg.1,BST1,bone marrow stromal cell antigen 1,683,0.696097981860664,9.74150137573894,6.98514741370767,2.60928396345589e-11,7.65776251797687e-09,15.3169058326866,TRUE
TC1300008894.hg.1,RCBTB2,RCC1 and BTB domain containing protein 2,1102,0.583652184216749,8.23382007003462,6.98328434767075,2.63836830100974e-11,7.65776251797687e-09,15.3062831701994,TRUE
TC0100015550.hg.1,FAM72C,family with sequence similarity 72 member C,554282,0.993427892832948,4.96799739357419,6.97182849570523,2.8243525062448e-11,8.07336884588098e-09,15.2410064950351,TRUE
TC1000006937.hg.1,PLXDC2,plexin domain containing 2,84898,0.517157353453719,10.0122124461453,6.9664484471867,2.91609483901953e-11,8.2112007810362e-09,15.2103749275908,TRUE
TC1600007235.hg.1,PLK1,polo like kinase 1,5347,1.19986372133583,6.22516076029561,6.95902416555786,3.04753128015647e-11,8.45510663697529e-09,15.1681301966661,TRUE
TC0200016099.hg.1,HJURP,Holliday junction recognition protein,55355,0.740974515660429,6.09947004470014,6.95329312889107,3.15296465766601e-11,8.6208451060184e-09,15.1355406242672,TRUE
TC1400009147.hg.1,PYGL,glycogen phosphorylase L,5836,0.785007161482062,9.97844149692314,6.9357396828442,3.49874594858219e-11,9.42962015227881e-09,15.0358339924655,TRUE
TC2000009885.hg.1,PANK2,pantothenate kinase 2,80025,0.473224676531348,7.90337309791576,6.91243605956568,4.01603624686279e-11,1.06713436384948e-08,14.9037249323982,TRUE
TC0100015856.hg.1,S100A12,S100 calcium binding protein A12,6283,0.780668546502509,11.0993165962893,6.90471710735624,4.20344393652794e-11,1.10141907370189e-08,14.8600313857957,TRUE
TC0400012432.hg.1,HMGB2,high mobility group box 2,3148,0.644742800873283,9.45255945877715,6.9012819871471,4.28958804042984e-11,1.10859408179109e-08,14.8405971972306,TRUE
TC0100018483.hg.1,H2BC21,H2B clustered histone 21,8349,0.446998944193044,8.73902012953667,6.89631735099474,4.41716708566716e-11,1.11468011424183e-08,14.8125212071277,TRUE
TC1000011546.hg.1,FRAT2,FRAT regulator of WNT signaling pathway 2,23401,0.474619908732418,6.10464843057325,6.8957758797606,4.4313054472669e-11,1.11468011424183e-08,14.8094598990188,TRUE
TC2100008510.hg.1,KCNJ15,potassium inwardly rectifying channel subfamily J member 15,3772,0.75344288688402,10.0472632290542,6.87195327889283,5.09944494923002e-11,1.26587011068649e-08,14.6749338759553,TRUE
TC0100015397.hg.1,CD58,CD58 molecule,965,0.680958081539809,7.59401913605719,6.8629817215295,5.375972200285e-11,1.31718300689061e-08,14.6243525566429,TRUE
TC0400011424.hg.1,H2AZ1,H2A.Z variant histone 1,3015,0.444857507532554,8.79386299755101,6.85837000651037,5.52380720514847e-11,1.33605316323501e-08,14.598369152068,TRUE
TC1900009769.hg.1,STX10,syntaxin 10,8677,0.403349769203358,7.64023727469963,6.83217913549019,6.44245518924102e-11,1.52535178023474e-08,14.4510271271904,TRUE
TC1900011657.hg.1,MCEMP1,mast cell expressed membrane protein 1,199675,1.42872934524805,8.61832635291729,6.83150059700389,6.46815129962787e-11,1.52535178023474e-08,14.4472149214252,TRUE
TC0X00011309.hg.1,HNRNPH2,heterogeneous nuclear ribonucleoprotein H2,3188,0.594242713018678,9.26573237666397,6.82775945637734,6.61164868741334e-11,1.53994276712025e-08,14.4262008070141,TRUE
TC2200009248.hg.1,KREMEN1,kringle containing transmembrane protein 1,83999,1.11767057067902,7.90022149422538,6.82131452001276,6.86623561579066e-11,1.57973659911593e-08,14.3900176030347,TRUE
TC0700011601.hg.1,TMEM60,transmembrane protein 60,85025,0.506487172980727,6.65591268115903,6.81678283209794,7.05099621688313e-11,1.6026999352737e-08,14.3645895902934,TRUE
TC2000007438.hg.1,MYBL2,MYB proto-oncogene like 2,4605,0.883602130090889,5.55140262343395,6.80272342741204,7.65589436274283e-11,1.71947741723222e-08,14.2857727784073,TRUE
TC0100011665.hg.1,MTARC1,mitochondrial amidoxime reducing component 1,64757,0.857150650064249,7.8140019684575,6.80064749128436,7.7494320214777e-11,1.7200092296141e-08,14.2741444409237,TRUE
TC0200015601.hg.1,KANSL1L,KAT8 regulatory NSL complex subunit 1 like,151050,0.577720249275848,6.75071847183765,6.7920469930828,8.1490775578825e-11,1.77869289896881e-08,14.2259944375088,TRUE
TC0900006538.hg.1,JAK2,Janus kinase 2,3717,0.621693697211742,8.15109011595556,6.79093119764176,8.20238960088447e-11,1.77869289896881e-08,14.2197506675885,TRUE
TC0200012854.hg.1,RAB1A,"RAB1A, member RAS oncogene family",5861,0.351761040216456,10.2243152869778,6.77457656415167,9.02432366392678e-11,1.93469193458685e-08,14.12831323936,TRUE
TC0600014109.hg.1,PSMB8-AS1,PSMB8 antisense RNA 1 (head to head),100507463,0.374210710959266,8.74408235104979,6.76682060625295,9.44192614568015e-11,2.00147616476856e-08,14.0850026457908,TRUE
TC0900008178.hg.1,NANS,N-acetylneuraminate synthase,54187,0.494086274990631,6.24477692095242,6.76025389685369,9.81031016990388e-11,2.03483750794116e-08,14.0483593868857,TRUE
TC0700013397.hg.1,CDK14,cyclin dependent kinase 14,5218,0.742860184824103,7.43546094159242,6.76017147805303,9.81502243308838e-11,2.03483750794116e-08,14.0478996309291,TRUE
TC2000008499.hg.1,RRBP1,ribosome binding protein 1,6238,0.621679868226603,7.00841874250059,6.75567576453295,1.00754637811789e-10,2.06612717060566e-08,14.0228270163053,TRUE
TC0600007377.hg.1,H2BC14,H2B clustered histone 14,8342,1.16509466271169,7.56972137124047,6.75212435674987,1.02859950918192e-10,2.0866191763684e-08,14.0030288260059,TRUE
TC1900008627.hg.1,SIGLEC17P,"sialic acid binding Ig like lectin 17, pseudogene",284367,-0.58910437369327,5.98033466898306,-6.74462968974395,1.0744587268984e-10,2.15646152570907e-08,13.9612712462545,TRUE
TC2100007599.hg.1,SAMSN1,"SAM domain, SH3 domain and nuclear localization signals 1",64092,0.934144323577465,8.63577697753105,6.73708389037122,1.12266085710196e-10,2.21830067431617e-08,13.9192607122355,TRUE
TC0900010769.hg.1,NFIL3,"nuclear factor, interleukin 3 regulated",4783,0.684627549693913,8.53720780189712,6.73501940665007,1.13621506390374e-10,2.21830067431617e-08,13.9077724800389,TRUE
TC0100016656.hg.1,NCF2,neutrophil cytosolic factor 2,4688,0.438076718659225,10.1741985989929,6.73436504550194,1.14054471222659e-10,2.21830067431617e-08,13.9041316580687,TRUE
TC0100007105.hg.1,PADI4,peptidyl arginine deiminase 4,23569,0.889986740632542,8.42306687435824,6.72270769358879,1.22045253150708e-10,2.34949565912372e-08,13.8393114060449,TRUE
TC0100018304.hg.1,MTX1,metaxin 1,4580,0.515080815216368,7.4025733521262,6.72030025886538,1.23762795603735e-10,2.35849384026269e-08,13.8259345166825,TRUE
TC1200012597.hg.1,MGST1,microsomal glutathione S-transferase 1,4257,0.938537918263229,7.96050869551937,6.71101577618582,1.30612068045822e-10,2.45484317709376e-08,13.7743760532499,TRUE
TC2200007662.hg.1,GTSE1,G2 and S-phase expressed 1,51512,0.558503826369863,4.08495384931069,6.70995079027064,1.31421160228172e-10,2.45484317709376e-08,13.76846510528,TRUE
TC1000007883.hg.1,SRGN,serglycin,5552,0.321116048908792,11.5288043685032,6.70438151102148,1.35733197824624e-10,2.51053187270526e-08,13.7375646205845,TRUE
TC1000008475.hg.1,EXOC6,exocyst complex component 6,54536,0.819963144819505,6.41188276500233,6.7003313459663,1.389561225073e-10,2.52910873458171e-08,13.7151037958989,TRUE
TC2200007271.hg.1,NCF4,neutrophil cytosolic factor 4,4689,0.580333229875484,10.0880474434917,6.69975763686634,1.39418694156948e-10,2.52910873458171e-08,13.7119229540206,TRUE
TC1200008488.hg.1,PLXNC1,plexin C1,10154,0.580787862544231,10.6031933054695,6.69751446830468,1.41241898382913e-10,2.5377806237067e-08,13.6994878422977,TRUE
TC0100013619.hg.1,ZBTB8OS,zinc finger and BTB domain containing 8 opposite strand,339487,0.525287767014151,6.4035522520819,6.69292518712453,1.45045319238337e-10,2.57886919182912e-08,13.6740558368298,TRUE
TC0600007290.hg.1,H2BC9,H2B clustered histone 9,8345,0.513802472264265,7.06099301885285,6.69148136966613,1.46262590652876e-10,2.57886919182912e-08,13.6660572355413,TRUE
TC0600012514.hg.1,AKIRIN2,akirin 2,55122,0.518945655292728,6.7529966464349,6.68752017214339,1.49654057433847e-10,2.61423467365459e-08,13.6441186842406,TRUE
TC0100015764.hg.1,MINDY1,MINDY lysine 48 deubiquitinase 1,55793,0.459380991876269,6.93657396724744,6.67256971897766,1.63165011310922e-10,2.8241019297173e-08,13.5613980014546,TRUE
TC0200008005.hg.1,DYSF,dysferlin,8291,0.931871821304115,8.38744635845616,6.66470958041994,1.70742129121194e-10,2.91095095134922e-08,13.5179589797906,TRUE
TC0600011125.hg.1,H2AC4,H2A clustered histone 4,8335,0.636166516507557,5.32837655399877,6.66417614082929,1.7126871387669e-10,2.91095095134922e-08,13.5150122042592,TRUE
TC1000008984.hg.1,FHIP2A,FHF complex subunit HOOK interacting protein 2A,57700,0.577327907003042,8.21657726471885,6.66184014469884,1.73593555752558e-10,2.91442083710028e-08,13.502109831193,TRUE
TC0100006876.hg.1,MIIP,migration and invasion inhibitory protein,60672,0.338717565297557,7.23468735576902,6.66087564836471,1.74562469305805e-10,2.91442083710028e-08,13.496783550722,TRUE
TC0200012189.hg.1,NLRC4,NLR family CARD domain containing 4,58484,0.986749559810578,7.6057941356803,6.65152246522597,1.84238532297176e-10,3.04898609677064e-08,13.4451596001473,TRUE
TC0500006472.hg.1,TRIP13,thyroid hormone receptor interactor 13,9319,0.601655136292411,2.99538859452864,6.64430355199494,1.92065322086282e-10,3.13417312997204e-08,13.4053497144248,TRUE
TC0500009161.hg.1,SAP30L,SAP30 like,79685,0.425999660805799,5.96238087970871,6.64372313696328,1.92708620309953e-10,3.13417312997204e-08,13.4021502146204,TRUE
TC0200011974.hg.1,SF3B6,splicing factor 3b subunit 6,51639,0.477383465933137,8.89575137883708,6.63711205445622,2.00187065938796e-10,3.22797366324899e-08,13.3657206615851,TRUE
TC1100012165.hg.1,CASP4,caspase 4,837,0.379929303302401,10.7827483007586,6.62786285252001,2.11130451998291e-10,3.37558229440657e-08,13.3147960952898,TRUE
TC0100009697.hg.1,FCGR1CP,"Fc gamma receptor Ic, pseudogene",100132417,0.955194276606311,8.26415474703805,6.61857316097219,2.2271300274168e-10,3.5308432854828e-08,13.2636979960325,TRUE
TC0600009744.hg.1,RAB32,"RAB32, member RAS oncogene family",10981,0.61233506268893,6.28952760137052,6.6149097047271,2.27450385133177e-10,3.57589913826877e-08,13.2435607222443,TRUE
TC0400006994.hg.1,NCAPG,non-SMC condensin I complex subunit G,64151,1.1060807308556,4.88997037834573,6.61131040908835,2.32201188065498e-10,3.62041951573858e-08,13.2237836396032,TRUE
TC0700008597.hg.1,CUX1,cut like homeobox 1,1523,0.463992884616074,8.73875005129608,6.58941938028717,2.63267972508007e-10,4.07115866339022e-08,13.1036594375033,TRUE
TC0200016252.hg.1,HDAC4,histone deacetylase 4,9759,0.423337247833651,8.62006785102358,6.58681769506267,2.67221407885771e-10,4.09869843997801e-08,13.0894013962178,TRUE
TC1600007931.hg.1,LPCAT2,lysophosphatidylcholine acyltransferase 2,54947,0.516870114000865,11.0080634885801,6.5791688814414,2.79185189425098e-10,4.24766756749508e-08,13.0475061704756,TRUE
TC0200010788.hg.1,ARPC2,actin related protein 2/3 complex subunit 2,10109,0.315524596281255,10.2210963950191,6.54420141578865,3.40928516041767e-10,5.14556590691519e-08,12.8564085488731,TRUE
TC1000012542.hg.1,ZNF438,zinc finger protein 438,220929,0.760228901827482,7.94212519749143,6.54145649470105,3.46307428520251e-10,5.18526662417703e-08,12.8414375631587,TRUE
TC0700008011.hg.1,NCF1,neutrophil cytosolic factor 1,653361,0.304522790739668,11.9637721679111,6.52957169888641,3.70574563526563e-10,5.50492890983633e-08,12.7766676724891,TRUE
TC1100013111.hg.1,CHEK1,checkpoint kinase 1,1111,0.740999549138961,3.98211709884031,6.51983664637266,3.91690012645816e-10,5.77314357701247e-08,12.7236747965939,TRUE
TC0900007142.hg.1,EBLN3P,"endogenous Bornavirus like nucleoprotein 3, pseudogene",100506710,-0.462462751722863,7.1988972324701,-6.49677355329102,4.46543148557035e-10,6.53060700827676e-08,12.5983514775298,TRUE
TC0100015643.hg.1,RNVU1-7,"RNA, variant U1 small nuclear 7",26864,-0.432833563625529,9.98324725738333,-6.49439139655288,4.52621376455917e-10,6.56858068324409e-08,12.5854247305778,TRUE
TC0400009217.hg.1,KLHL2,kelch like family member 2,11275,0.889068381382919,8.6935896417261,6.47856256515368,4.95124111148802e-10,7.13054311521626e-08,12.499614277698,TRUE
TC0800008080.hg.1,FABP5,fatty acid binding protein 5,2171,0.58991745586219,4.3474560439626,6.47650100835893,5.00940393917729e-10,7.15965263003929e-08,12.4884490974574,TRUE
TC1100012681.hg.1,SIAE,sialic acid acetylesterase,54414,0.659994461607672,7.21892534880171,6.47470113060668,5.06073211084161e-10,7.17862947392013e-08,12.4787031863126,TRUE
TC2100006967.hg.1,IFNGR2,interferon gamma receptor 2,3460,0.368244535415817,11.0668815106767,6.47057001603635,5.18050210942768e-10,7.29368304451214e-08,12.4563413833227,TRUE
TC0500007966.hg.1,XRCC4,X-ray repair cross complementing 4,7518,0.696726168779009,6.98764851836357,6.46091328548689,5.47143280473219e-10,7.60792420383456e-08,12.4041084865202,TRUE
TC0700013067.hg.1,SMARCD3,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3",6604,0.684533079285357,5.7027094960129,6.46049627049704,5.48435116994329e-10,7.60792420383456e-08,12.4018541047875,TRUE
TC1700010618.hg.1,TOP2A,DNA topoisomerase II alpha,7153,0.781432773842171,5.02595643397199,6.4565851276308,5.60697781970233e-10,7.7212586530295e-08,12.3807154663899,TRUE
TC1900008881.hg.1,FCAR,Fc alpha receptor,2204,0.891414515113429,9.15121701974295,6.45506224597402,5.65544954646833e-10,7.73157327128054e-08,12.3724871540063,TRUE
TC1600011235.hg.1,GALNS,galactosamine (N-acetyl)-6-sulfatase,2588,0.424864497298116,7.69905283743497,6.45019120351554,5.81326821853088e-10,7.89015238926645e-08,12.3461775113823,TRUE
TC0100014250.hg.1,TMEM59,transmembrane protein 59,9528,0.364214767432101,9.34274682669545,6.43669805860491,6.27335862261786e-10,8.40559692142177e-08,12.273371019332,TRUE
TC2200006607.hg.1,CDC45,cell division cycle 45,8318,0.552036375716198,3.44636395221906,6.43644999080148,6.282143358001e-10,8.40559692142177e-08,12.2720334990021,TRUE
TC1900011743.hg.1,TMEM91,transmembrane protein 91,641649,0.527639445450779,8.01027075453223,6.43481879895977,6.34020964518127e-10,8.4235489553514e-08,12.2632394219817,TRUE
TC0700013472.hg.1,MGAM,maltase-glucoamylase,8972,0.883232891703917,9.93541372234006,6.4311625352883,6.47228380839217e-10,8.53888855448438e-08,12.2435335019547,TRUE
TC1000011368.hg.1,ANKRD22,ankyrin repeat domain 22,118932,1.64862802546421,6.24412016880942,6.41557691968384,7.06622265185449e-10,9.25773309374213e-08,12.1596215606739,TRUE
TC1600011406.hg.1,CKLF-CMTM1,CKLF-CMTM1 readthrough,100529251,0.615757329847484,5.70475281930598,6.40993478467646,7.29416055141658e-10,9.49045744572587e-08,12.1292801867042,TRUE
TC0600007207.hg.1,GMNN,geminin DNA replication inhibitor,51053,0.650648749329693,3.908597448675,6.39635725023453,7.87267018609246e-10,1.0167946333307e-07,12.0563426061218,TRUE
TC0100007243.hg.1,ALPL,"alkaline phosphatase, biomineralization associated",249,1.17413321384128,9.88387725283731,6.39505122409617,7.93063489678267e-10,1.0167946333307e-07,12.0493325040819,TRUE
