PROBEID,SYMBOL,GENENAME,ENTREZID,logFC,AveExpr,t,P.Value,adj.P.Val,B,pval_under_05
TC0700008597.hg.1,CUX1,cut like homeobox 1,1523,0.546006054932239,8.73875005129608,7.20746947144884,6.85925139947411e-12,4.7928384037955e-09,16.5897636624392,TRUE
TC0700007034.hg.1,CREB5,cAMP responsive element binding protein 5,9586,0.717673847412518,11.1705274386798,7.1810186832626,8.05202684558926e-12,5.42534065960311e-09,16.4363323320429,TRUE
TC0100010855.hg.1,NPL,N-acetylneuraminate pyruvate lyase,80896,0.70324738593361,9.09321309999151,7.17455673173824,8.37319865236577e-12,5.44719881984595e-09,16.3989042288478,TRUE
TC0300013852.hg.1,ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",10402,0.791402120421246,7.13445486980691,7.16584965125823,8.82600579798664e-12,5.46776528904476e-09,16.348506604611,TRUE
TC1000008550.hg.1,RPL13AP5,ribosomal protein L13a pseudogene 5,728658,-0.405138651543863,11.997518914241,-7.16290650195692,8.98445478428853e-12,5.46776528904476e-09,16.3314802525786,TRUE
TC0400011220.hg.1,WDFY3,WD repeat and FYVE domain containing 3,23001,1.05868831409428,7.6768175438851,7.14772755133949,9.84723173523055e-12,5.80555855990186e-09,16.2437407213251,TRUE
TC1700011313.hg.1,USP32,ubiquitin specific peptidase 32,84669,0.590086829103333,8.39904843995941,7.12611946029051,1.12179328885109e-11,6.41325823862566e-09,16.1190468195783,TRUE
TC0900006538.hg.1,JAK2,Janus kinase 2,3717,0.700252590628298,8.15109011595556,7.10979558806717,1.2376546608805e-11,6.77274026846597e-09,16.025009315409,TRUE
TC1200009665.hg.1,CCND2-AS1,CCND2 antisense RNA 1,103752584,-0.434477542453382,3.57072489377567,-7.10728751178025,1.25647147989139e-11,6.77274026846597e-09,16.010573394822,TRUE
TC0100013194.hg.1,EIF4G3,eukaryotic translation initiation factor 4 gamma 3,8672,0.450172711093282,9.95613769598433,7.10021231401699,1.31108564490384e-11,6.87081716020993e-09,15.9698680435052,TRUE
TC0100010360.hg.1,HSPA6,heat shock protein family A (Hsp70) member 6,3310,0.644787954680287,7.35241051185922,7.07494327273407,1.52592273836688e-11,7.78055631946746e-09,15.8247051109861,TRUE
TC1100007906.hg.1,RTN3,reticulon 3,10313,0.597371267204075,10.5888914980277,7.06627192213377,1.60736085580216e-11,7.98012365935885e-09,15.7749688393828,TRUE
TC1300008894.hg.1,RCBTB2,RCC1 and BTB domain containing protein 2,1102,0.634797623873281,8.23382007003462,7.05976797654937,1.6712396337007e-11,8.08451459728139e-09,15.7376903709407,TRUE
TC0100011665.hg.1,MTARC1,mitochondrial amidoxime reducing component 1,64757,0.954490637405148,7.8140019684575,7.03905408803202,1.89180993991534e-11,8.9227215816107e-09,15.6191152674683,TRUE
TC1000012542.hg.1,ZNF438,zinc finger protein 438,220929,0.879344194875761,7.94212519749143,7.03296581473079,1.96192755497084e-11,9.02773786636092e-09,15.5843069205785,TRUE
TC0600012827.hg.1,WASF1,WASP family member 1,8936,0.991443304585223,3.36528521640969,7.02532560848421,2.05354924498846e-11,9.22434763236959e-09,15.5406537706027,TRUE
TC0800009094.hg.1,DENND3,DENN domain containing 3,22898,0.589451014147031,9.14745900849127,7.01272898383293,2.21389371161091e-11,9.71332994494218e-09,15.4687498056901,TRUE
TC0400012990.hg.1,DDX60L,DExD/H-box 60 like,91351,0.829055996930016,9.35336349780389,6.9981953542925,2.41425577620294e-11,1.03516703349647e-08,15.3858947777655,TRUE
TC0100017836.hg.1,LYST,lysosomal trafficking regulator,1130,0.48953523439709,9.58008413443266,6.98199009133181,2.65876062773749e-11,1.11467062228657e-08,15.2936438152886,TRUE
TC0400012621.hg.1,ACSL1,acyl-CoA synthetase long chain family member 1,2180,0.923862959539674,10.3315615845081,6.97220264496511,2.81807915415937e-11,1.14147779933614e-08,15.2379958135535,TRUE
TC0200012339.hg.1,SLC8A1,solute carrier family 8 member A1,6546,0.895038875821976,6.58561612425363,6.97067905713621,2.84371125669452e-11,1.14147779933614e-08,15.2293378760975,TRUE
TC0900010769.hg.1,NFIL3,"nuclear factor, interleukin 3 regulated",4783,0.760895464230342,8.53720780189712,6.95759267466213,3.07353639986079e-11,1.20802786916195e-08,15.155024891973,TRUE
TC1100006906.hg.1,FAR1,fatty acyl-CoA reductase 1,84188,0.645565170007446,9.17210813222447,6.94841557044632,3.24551945438829e-11,1.23144517237782e-08,15.1029666210031,TRUE
TC0600009801.hg.1,RPS18P9,ribosomal protein S18 pseudogene 9,645958,-0.566498272841155,6.13341397857358,-6.94747551531172,3.26366260038645e-11,1.23144517237782e-08,15.0976366178719,TRUE
TC0500006744.hg.1,ROPN1L,rhophilin associated tail protein 1 like,83853,0.953027906761022,7.48218346827875,6.92668775122895,3.69138349778764e-11,1.3538317988308e-08,14.9798950230877,TRUE
TC1900011743.hg.1,TMEM91,transmembrane protein 91,641649,0.610889094491906,8.01027075453223,6.92485945307264,3.73154105476527e-11,1.3538317988308e-08,14.9695508079789,TRUE
TC2000009949.hg.1,STX16,syntaxin 16,8675,0.507835309724941,9.06921395357705,6.9199945771518,3.8405018758789e-11,1.3670737432138e-08,14.9420349916985,TRUE
TC1700007740.hg.1,RPL19,ribosomal protein L19,6143,-0.555466870159714,10.2933035579321,-6.91452682289725,3.96670655257133e-11,1.38584973742242e-08,14.9111246768616,TRUE
TC0400007559.hg.1,TMEM165,transmembrane protein 165,55858,0.756443320655325,7.20549791274989,6.89339537167766,4.49399311769025e-11,1.54152134833353e-08,14.7918177289073,TRUE
TC0200014004.hg.1,CCDC93,coiled-coil domain containing 93,54520,0.560214189794184,7.70405601061334,6.88182145942569,4.81143425699738e-11,1.62093783379487e-08,14.726575618869,TRUE
TC1000008363.hg.1,PTEN,phosphatase and tensin homolog,5728,0.421468028136111,10.7655895375838,6.84612164942328,5.93614549964656e-11,1.96476001747951e-08,14.5257992481344,TRUE
TC0600007679.hg.1,HLA-DPB2,"major histocompatibility complex, class II, DP beta 2 (pseudogene)",3116,-0.791890950017685,5.57503789505073,-6.83390004365783,6.37773430841714e-11,2.0745230252172e-08,14.4572260565201,TRUE
TC1900006532.hg.1,RPS15,ribosomal protein S15,6209,-0.437893922428156,11.3691404351997,-6.8295960116675,6.54081754332993e-11,2.09150955546546e-08,14.4330965721712,TRUE
TC0100011414.hg.1,CR1,complement C3b/C4b receptor 1 (Knops blood group),1378,0.966081880011419,10.5666591023372,6.79685455522163,7.92324681110949e-11,2.49133290563986e-08,14.2498757724261,TRUE
TC0100015023.hg.1,DPYD,dihydropyrimidine dehydrogenase,1806,0.525538503657346,10.2185213364042,6.78549799700372,8.46692699322587e-11,2.61063307334988e-08,14.1864637247369,TRUE
TC1500008983.hg.1,SLC12A6,solute carrier family 12 member 6,9990,0.522573681051572,9.99239025369543,6.78323808169896,8.57941537939641e-11,2.61063307334988e-08,14.173853519521,TRUE
TC0200016252.hg.1,HDAC4,histone deacetylase 4,9759,0.467515477511457,8.62006785102358,6.76136963793284,9.7467366317742e-11,2.89810048433774e-08,14.0519760275705,TRUE
TC1000009414.hg.1,INPP5A,inositol polyphosphate-5-phosphatase A,3632,0.529522793262296,7.63254383418004,6.75809489118824,9.93448788707563e-11,2.89810048433774e-08,14.0337481782834,TRUE
TC2100008510.hg.1,KCNJ15,potassium inwardly rectifying channel subfamily J member 15,3772,0.797056255541117,10.0472632290542,6.75722468734607,9.98497463595636e-11,2.89810048433774e-08,14.0289054713984,TRUE
TC0600010991.hg.1,MBOAT1,membrane bound O-acyltransferase domain containing 1,154141,0.490799003363584,8.53608237593668,6.75052148523123,1.03824263693289e-10,2.93251728753525e-08,13.991616195103,TRUE
TC1400007250.hg.1,RPL13AP3,ribosomal protein L13a pseudogene 3,645683,-0.532204657481,6.59872219878196,-6.74987506784306,1.04215669493893e-10,2.93251728753525e-08,13.9880215676865,TRUE
TC1100008370.hg.1,ATG16L2,autophagy related 16 like 2,89849,0.537912522035911,7.13170298808856,6.74530005196474,1.07027626792505e-10,2.93251728753525e-08,13.9625873070727,TRUE
TC1200008488.hg.1,PLXNC1,plexin C1,10154,0.629263195490259,10.6031933054695,6.74493835011617,1.0725309702106e-10,2.93251728753525e-08,13.960576969116,TRUE
TC0200008005.hg.1,DYSF,dysferlin,8291,1.01383595577336,8.38744635845616,6.73972635862225,1.10554374452815e-10,2.979598326324e-08,13.9316168850646,TRUE
TC0300007278.hg.1,NBEAL2,neurobeachin like 2,23218,0.517842288555785,9.52197290961817,6.72211200157372,1.22468044317133e-10,3.22667796351054e-08,13.8338568472333,TRUE
TC0100016492.hg.1,COP1,COP1 E3 ubiquitin ligase,64326,0.57778301022235,7.90019313645762,6.72116577154059,1.23142591631909e-10,3.22667796351054e-08,13.8286101922291,TRUE
TC0500010998.hg.1,CCDC125,coiled-coil domain containing 125,202243,0.768061330921504,7.45521420336775,6.69918042997232,1.39885613752032e-10,3.61518080691209e-08,13.7068480491509,TRUE
TC1100006831.hg.1,ADM,adrenomedullin,133,1.1359930962079,7.85595743656377,6.6732769460274,1.62499685500825e-10,4.14286360359265e-08,13.5637366248127,TRUE
TC0900010570.hg.1,FRMD3,FERM domain containing 3,257019,0.971956130667242,5.45380226785381,6.66566169223745,1.69806204531504e-10,4.27141847292182e-08,13.5217362943655,TRUE
TC0500011483.hg.1,MCTP1,multiple C2 and transmembrane domain containing 1,79772,0.734043109561746,8.51745713810567,6.64860443592094,1.87363790404874e-10,4.65105956549783e-08,13.4277802519592,TRUE
TC0100011018.hg.1,MIR4426,microRNA 4426,100616345,-0.623623320885981,9.89687120711904,-6.64195077649175,1.94686136045577e-10,4.77006317225435e-08,13.3911750089238,TRUE
TC0600013280.hg.1,MAP3K5,mitogen-activated protein kinase kinase kinase 5,4217,0.40680775782061,8.21032186890625,6.62726186574136,2.11861518944075e-10,5.12433258512682e-08,13.3104531481382,TRUE
TC2000007037.hg.1,LOC100134868,uncharacterized LOC100134868,100134868,-0.463872665001093,6.483959719784,-6.60867815485226,2.35737165835086e-10,5.62964224132245e-08,13.2085045610717,TRUE
TC1200011894.hg.1,C12orf76,chromosome 12 open reading frame 76,400073,0.687657765687041,5.70204834579682,6.60325725337722,2.43186711721999e-10,5.68751121925074e-08,13.1788032771312,TRUE
TC1100012126.hg.1,MMP8,matrix metallopeptidase 8,4317,2.76058690165141,7.81482607801189,6.60197541647376,2.44981784389281e-10,5.68751121925074e-08,13.1717825199302,TRUE
TC0300009500.hg.1,FNDC3B,fibronectin type III domain containing 3B,64778,0.486639396490316,10.1628987056048,6.60040096745283,2.47204452442786e-10,5.68751121925074e-08,13.1631603864008,TRUE
TC0400009217.hg.1,KLHL2,kelch like family member 2,11275,0.972220379130429,8.6935896417261,6.58502967728522,2.69972179185515e-10,6.13650015965532e-08,13.0790576744486,TRUE
TC2200009269.hg.1,APOBEC3A,apolipoprotein B mRNA editing enzyme catalytic subunit 3A,200315,0.624402195867774,9.0719378124688,6.57735774528002,2.82094216979069e-10,6.33536846498573e-08,13.0371322320348,TRUE
TC1700007779.hg.1,MSL1,MSL complex subunit 1,339287,0.587571911034098,9.1232818688154,6.57529879261049,2.85437463968932e-10,6.33536846498573e-08,13.0258862773063,TRUE
TC1600011406.hg.1,CKLF-CMTM1,CKLF-CMTM1 readthrough,100529251,0.676862177259338,5.70475281930598,6.54928352320251,3.31185436733662e-10,7.26528424350846e-08,12.8840023450513,TRUE
TC0200012189.hg.1,NLRC4,NLR family CARD domain containing 4,58484,1.04351287539203,7.6057941356803,6.53824901944013,3.52698423782536e-10,7.64828558974865e-08,12.8239398842546,TRUE
TC0X00006626.hg.1,TLR8,toll like receptor 8,51311,0.671466587699598,9.5469023403345,6.53109595921716,3.67371266082478e-10,7.75839708304418e-08,12.7850424388666,TRUE
TC0400007247.hg.1,PTTG2,pituitary tumor-transforming 2,10744,0.753010019796041,4.39299270784301,6.53013623526699,3.69384980668192e-10,7.75839708304418e-08,12.7798258409537,TRUE
TC1000008005.hg.1,MCU,mitochondrial calcium uniporter,90550,0.637896634341448,7.26674686864935,6.5297903912244,3.70113292417034e-10,7.75839708304418e-08,12.7779461301962,TRUE
TC0200008655.hg.1,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,9448,0.460482870486059,8.79352164585179,6.52486131241564,3.80648000984925e-10,7.89154416107868e-08,12.7511634524964,TRUE
TC0200014809.hg.1,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3,2591,0.844700842538191,7.21975754170568,6.52015124616951,3.90989523858392e-10,8.01783517077438e-08,12.7255840026728,TRUE
TC1100006812.hg.1,ZNF143,zinc finger protein 143,7702,0.361377905751141,8.93567665333887,6.49612322472919,4.48194504680322e-10,9.0144119544845e-08,12.5952936291379,TRUE
TC0100016656.hg.1,NCF2,neutrophil cytosolic factor 2,4688,0.454604076633624,10.1741985989929,6.49575043595662,4.49143816241675e-10,9.0144119544845e-08,12.5932748598814,TRUE
TC0300006605.hg.1,ATG7,autophagy related 7,10533,0.493155361220082,8.13039379369113,6.49314563301455,4.55832298916416e-10,9.05234963300747e-08,12.5791712927998,TRUE
TC0600008109.hg.1,VEGFA,vascular endothelial growth factor A,7422,0.508299452672743,7.00471995687146,6.49025877603065,4.63359311932951e-10,9.10597581138235e-08,12.5635451917704,TRUE
TC1000008475.hg.1,EXOC6,exocyst complex component 6,54536,0.853926448614033,6.41188276500233,6.48592522118554,4.74887994046961e-10,9.23632669658759e-08,12.5400974918253,TRUE
TC1700011566.hg.1,FAM20A,FAM20A golgi associated secretory pathway pseudokinase,54757,0.999335273756162,3.66386719522845,6.47433692186111,5.07118110308769e-10,9.67290972732627e-08,12.477450317875,TRUE
TC0500012956.hg.1,HK3,hexokinase 3,3101,1.01130498498364,8.27912590791378,6.47417290902101,5.07589347506255e-10,9.67290972732627e-08,12.4765642173323,TRUE
TC0700013354.hg.1,GPR141,G protein-coupled receptor 141,353345,0.870643819804321,8.59037790896586,6.46894748190471,5.22830023235086e-10,9.81376548734088e-08,12.448341429015,TRUE
TC0600013010.hg.1,MAN1A1,mannosidase alpha class 1A member 1,4121,0.538501521888266,9.42247418453429,6.46808632642382,5.25384455751844e-10,9.81376548734088e-08,12.4436918231517,TRUE
TC1700006556.hg.1,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1,5048,0.366599751298164,9.09235540730601,6.46227118070829,5.42957434117338e-10,1.00185698221061e-07,12.412305708542,TRUE
TC0300011517.hg.1,PROK2,prokineticin 2,60675,0.920572119362109,10.0108699206151,6.46096945128371,5.46969517479556e-10,1.00185698221061e-07,12.4052825976498,TRUE
TC0600011131.hg.1,H1-6,"H1.6 linker histone, cluster member",3010,0.750516399207278,4.47047963986263,6.45397286675037,5.69037547807891e-10,1.03225599778305e-07,12.3675515732071,TRUE
TC0100016676.hg.1,EDEM3,ER degradation enhancing alpha-mannosidase like protein 3,80267,0.518584185555763,8.24704662922845,6.45081598727344,5.79278646055934e-10,1.04082580347536e-07,12.3505366469221,TRUE
TC0100015750.hg.1,HORMAD1,HORMA domain containing 1,84072,0.986531247845115,5.60288105160392,6.44522533553048,5.97860781775063e-10,1.06233613019849e-07,12.3204185807171,TRUE
TC0900009018.hg.1,NTNG2,netrin G2,84628,0.675621340883197,7.43659566731714,6.44385257700176,6.02512275687686e-10,1.06233613019849e-07,12.31302604357,TRUE
TC0800009529.hg.1,PPP1R3B,protein phosphatase 1 regulatory subunit 3B,79660,0.936708158252409,7.86578477978786,6.44082267229165,6.12904980864063e-10,1.07065420083161e-07,12.2967134224602,TRUE
TC0700013472.hg.1,MGAM,maltase-glucoamylase,8972,0.951390584568262,9.93541372234006,6.43906227532119,6.19023822948328e-10,1.07142233428836e-07,12.2872381538326,TRUE
TC1000009296.hg.1,PTPRE,protein tyrosine phosphatase receptor type E,5791,0.513383142625991,8.34405934882077,6.43610584849951,6.29435034205877e-10,1.07953830502982e-07,12.2713294109042,TRUE
TC0400012604.hg.1,LINC02362,long intergenic non-protein coding RNA 2362,102723766,0.785653536861274,6.10784796498001,6.4303651566398,6.50144396713553e-10,1.09648485111251e-07,12.2404530635354,TRUE
TC0100007105.hg.1,PADI4,peptidyl arginine deiminase 4,23569,0.915821364036463,8.42306687435824,6.43014826356886,6.50939803480344e-10,1.09648485111251e-07,12.2392868840234,TRUE
TC0500008544.hg.1,LMNB1,lamin B1,4001,0.683086994263588,7.83019650824761,6.41847302248856,6.9519523066656e-10,1.16066842670401e-07,12.1765530502796,TRUE
TC0700012116.hg.1,RPL19P12,ribosomal protein L19 pseudogene 12,100129424,-0.499815252759732,5.7889206669718,-6.4142289709056,7.12003480343628e-10,1.17830330352306e-07,12.1537687254399,TRUE
TC0900009779.hg.1,C9orf72,C9orf72-SMCR8 complex subunit,203228,0.852307174346267,7.51271507358249,6.41259398853482,7.18584572365396e-10,1.17885361236918e-07,12.1449941145784,TRUE
TC1200012745.hg.1,C1RL,complement C1r subcomponent like,51279,0.5940797292929,8.26538784600545,6.40689936493418,7.41975849276324e-10,1.20673417003855e-07,12.1144446076376,TRUE
TC0X00006704.hg.1,REPS2,RALBP1 associated Eps domain containing 2,9185,0.768547275314732,6.804564328746,6.39928050161839,7.74443143195235e-10,1.24877302047191e-07,12.0736023297616,TRUE
TC2000007514.hg.1,MMP9,matrix metallopeptidase 9,4318,1.25777106942183,9.86223095619559,6.38858596574763,8.22380400710608e-10,1.31483293557681e-07,12.0163304527758,TRUE
TC1300007491.hg.1,KLF5,KLF transcription factor 5,688,0.999086331200877,6.30675059783442,6.38478674638874,8.40101391592209e-10,1.33187839107383e-07,11.9960010481182,TRUE
TC0100007243.hg.1,ALPL,"alkaline phosphatase, biomineralization associated",249,1.25939813539839,9.88387725283731,6.37586663693289,8.83193814929505e-10,1.38852787603834e-07,11.948303787786,TRUE
TC1200008255.hg.1,ZDHHC17,zinc finger DHHC-type palmitoyltransferase 17,23390,0.583816131771047,6.3015041960035,6.36905616977711,9.17547707581892e-10,1.43061611993719e-07,11.9119190092015,TRUE
TC0700013581.hg.1,STEAP4,STEAP4 metalloreductase,79689,0.716938812892849,9.69716168673651,6.36434945933036,9.42052290798578e-10,1.45678348509885e-07,11.886789657525,TRUE
TC2100008424.hg.1,SLC19A1,solute carrier family 19 member 1,6573,0.48483068263246,9.22470421714669,6.35386804495784,9.98951641262925e-10,1.53221314342003e-07,11.8308763697994,TRUE
TC0600009753.hg.1,STXBP5,syntaxin binding protein 5,134957,0.583499991648569,7.90054654611567,6.34781957877377,1.03330637257103e-09,1.57212564717137e-07,11.7986405762767,TRUE
TC1500008545.hg.1,ASB7,ankyrin repeat and SOCS box containing 7,140460,0.516999512656365,7.53211663307679,6.34481300660683,1.05081202267011e-09,1.58487090995177e-07,11.7826249425297,TRUE
TC0200016263.hg.1,MIR4441,microRNA 4441,100616493,0.875991359714347,6.02119508936292,6.34351068035966,1.05848475911122e-09,1.58487090995177e-07,11.7756892918115,TRUE
TC0100009866.hg.1,FCGR1A,Fc gamma receptor Ia,2209,0.966891863250551,10.1216032908038,6.32382827125286,1.18136110679922e-09,1.75492587723418e-07,11.6709926027164,TRUE
TC0100016086.hg.1,AIM2,absent in melanoma 2,9447,1.0562671378918,7.21924593094652,6.32169838989784,1.19546859308927e-09,1.76200863103299e-07,11.6596770472341,TRUE
TC1700012289.hg.1,CA4,carbonic anhydrase 4,762,0.825909906540202,6.11802022628632,6.31657078662786,1.23011299132707e-09,1.79901641041678e-07,11.6324464768045,TRUE
TC1200011385.hg.1,LIN7A,"lin-7 homolog A, crumbs cell polarity complex component",8825,0.785514279573437,8.35686809735304,6.31173339956452,1.26369820447307e-09,1.82689281252639e-07,11.606771604737,TRUE
TC1200007826.hg.1,RPL41,ribosomal protein L41,6171,-0.365669338653909,10.822371259229,-6.310964016949,1.26912214885696e-09,1.82689281252639e-07,11.6026893330572,TRUE
TC1200010540.hg.1,PCED1B-AS1,PCED1B antisense RNA 1,100233209,-0.780161977352516,6.52614449513781,-6.3095942891314,1.2788349271558e-09,1.82689281252639e-07,11.5954225672659,TRUE
TC0600013147.hg.1,ARHGAP18,Rho GTPase activating protein 18,93663,0.704926132744557,7.00725650571716,6.30832394453707,1.28790811017709e-09,1.82689281252639e-07,11.588684064154,TRUE
TC1400009147.hg.1,PYGL,glycogen phosphorylase L,5836,0.767667065920023,9.97844149692314,6.30436862980231,1.31656431896831e-09,1.85360465982509e-07,11.5677094389078,TRUE
TC1500009984.hg.1,NPTN,neuroplastin,27020,0.466348046725718,8.75803952134076,6.2976308600904,1.36682571238568e-09,1.91011362147172e-07,11.5320014298286,TRUE
TC1000009742.hg.1,KIN,Kin17 DNA and RNA binding protein,22944,0.714918004564439,5.77505192991201,6.29414199489819,1.39358597160139e-09,1.93319065736999e-07,11.5135223159709,TRUE
TC0900008793.hg.1,ZBTB34,zinc finger and BTB domain containing 34,403341,0.570004534747763,6.86525724726817,6.29057155850876,1.42150367385942e-09,1.95752469423589e-07,11.4946187502347,TRUE
TC0100009656.hg.1,FCGR1BP,"Fc gamma receptor Ib, pseudogene",2210,1.02661443758013,8.86045856131688,6.28363200777005,1.47734253009908e-09,2.01967711397459e-07,11.457899513797,TRUE
TC1100013192.hg.1,CLCF1,cardiotrophin like cytokine factor 1,23529,-0.519308330991066,5.03624696521194,-6.27920160919386,1.51411049700154e-09,2.05505098103821e-07,11.4344721586001,TRUE
TC0300012718.hg.1,PLOD2,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",5352,1.11200887133018,5.27465543158275,6.25937280442705,1.68996676153123e-09,2.27735092307487e-07,11.3297655430748,TRUE
TC0100017212.hg.1,SLC30A1,solute carrier family 30 member 1,7779,0.489459023574399,7.0682762974868,6.25685489177757,1.71368299302618e-09,2.29293215222921e-07,11.3164866647406,TRUE
TC1000008984.hg.1,FHIP2A,FHF complex subunit HOOK interacting protein 2A,57700,0.582704965397193,8.21657726471885,6.24985439539414,1.78134852930076e-09,2.36668460237945e-07,11.2795879016749,TRUE
TC1800009268.hg.1,DSC2,desmocollin 2,1824,1.12200025848024,8.23562092588611,6.24538039312545,1.82595799410003e-09,2.39373092170959e-07,11.256021559804,TRUE
TC1600007739.hg.1,PHKB,phosphorylase kinase regulatory subunit beta,5257,0.428150405507576,6.55487606980802,6.24526907228143,1.82708180179254e-09,2.39373092170959e-07,11.2554353438202,TRUE
TC1400008355.hg.1,RCOR1,REST corepressor 1,23186,0.474696537639615,7.30486584840642,6.2363252113064,1.91962237349906e-09,2.49762728954712e-07,11.2083615463658,TRUE
TC0100014927.hg.1,EVI5,ecotropic viral integration site 5,7813,0.761012557851253,6.33813081555284,6.2331265493839,1.95382123592837e-09,2.52471174226196e-07,11.1915379901817,TRUE
