PROBEID,SYMBOL,GENENAME,ENTREZID,logFC,AveExpr,t,P.Value,adj.P.Val,B,pval_under_05
TC1700009939.hg.1,PEMT,phosphatidylethanolamine N-methyltransferase,10400,-0.38616443865661,5.16106674697504,-5.83178091242291,1.70375326447369e-08,2.5826663353774e-05,9.11623606455253,TRUE
TC0200010805.hg.1,BCS1L,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone",617,-0.394750630793462,5.91325616667862,-5.82350782585061,1.77963862821511e-08,2.5826663353774e-05,9.07555852208983,TRUE
TC0300008477.hg.1,TIMMDC1,translocase of inner mitochondrial membrane domain containing 1,51300,-0.357402211227065,7.56593114345852,-5.79240433807655,2.09561915506181e-08,2.81723915056498e-05,8.92301450298401,TRUE
TC0500009881.hg.1,MRPL36,mitochondrial ribosomal protein L36,64979,-0.436444811357376,6.6509516383133,-5.7624232351393,2.45174925362892e-08,2.81723915056498e-05,8.77655607853676,TRUE
TC0700009067.hg.1,ATP6V1F,ATPase H+ transporting V1 subunit F,9296,-0.341780104540998,8.53482709145379,-5.75625559921947,2.53202109922676e-08,2.81723915056498e-05,8.74649798142418,TRUE
TC0100014014.hg.1,PRDX1,peroxiredoxin 1,5052,-0.46645529058394,7.95791372424008,-5.73869527794211,2.77488149898804e-08,2.81723915056498e-05,8.66105035357922,TRUE
TC0600011560.hg.1,UQCC2,ubiquinol-cytochrome c reductase complex assembly factor 2,84300,-0.497735583861775,3.59889451498989,-5.73647814225866,2.80711675121687e-08,2.81723915056498e-05,8.65027589300314,TRUE
TC0700012111.hg.1,FBXL13,F-box and leucine rich repeat protein 13,222235,0.42160630162567,3.02636335402245,5.7250312578692,2.97944828187541e-08,2.81723915056498e-05,8.59469830562921,TRUE
TC0900011510.hg.1,RPL35,ribosomal protein L35,11224,-0.447256985742865,9.80435370485312,-5.72229193732234,3.02219543546453e-08,2.81723915056498e-05,8.58141063820384,TRUE
TC0600011138.hg.1,H1-3,"H1.3 linker histone, cluster member",3007,-0.521494447333504,7.14433427253309,-5.71280923381325,3.17484625272229e-08,2.81723915056498e-05,8.5354498836579,TRUE
TC1900010746.hg.1,EXOSC5,exosome component 5,56915,-0.435761302546142,6.31086298845048,-5.70622510530028,3.28523594362501e-08,2.81723915056498e-05,8.50357187939505,TRUE
TC0700013468.hg.1,NDUFB2,NADH:ubiquinone oxidoreductase subunit B2,4708,-0.533257815625143,5.4896692429129,-5.69461723045531,3.48904551989352e-08,2.86192751210049e-05,8.44743852737121,TRUE
TC0X00008113.hg.1,MIR3978,microRNA 3978,100616491,0.571203023718532,6.14307242595174,5.67416342012739,3.87859483037265e-08,2.93122193716288e-05,8.34873907453927,TRUE
TC1900008840.hg.1,RPS9,ribosomal protein S9,6203,-0.330316019191093,10.2783972788404,-5.67388073894437,3.88426526179752e-08,2.93122193716288e-05,8.34737689168028,TRUE
TC0200008230.hg.1,TMSB10,thymosin beta 10,9168,-0.330891104567879,10.7866865204296,-5.64468419588793,4.51561893558688e-08,3.26050933379097e-05,8.20696281155633,TRUE
TC0X00009836.hg.1,SPIN3,spindlin family member 3,169981,-0.360029949471143,5.39603398353202,-5.63199561845206,4.82022970669514e-08,3.26050933379097e-05,8.14611206706923,TRUE
TC0100010102.hg.1,FLAD1,flavin adenine dinucleotide synthetase 1,80308,-0.34245098403571,7.03769303841503,-5.63123594134633,4.83908943846853e-08,3.26050933379097e-05,8.14247218970102,TRUE
TC0200009299.hg.1,IMP4,IMP U3 small nucleolar ribonucleoprotein 4,92856,-0.436485459136912,6.89147677364013,-5.62298666131768,5.04857571332111e-08,3.28435963474194e-05,8.10297115119274,TRUE
TC1300008558.hg.1,N4BP2L2-IT2,N4BPL2 intronic transcript 2,116828,0.517400295632764,7.15394088034255,5.59568320608644,5.80694840373644e-08,3.65179628616306e-05,7.97254642011635,TRUE
TC1100008541.hg.1,AAMDC,adipogenesis associated Mth938 domain containing,28971,-0.308613940559873,5.41059849835976,-5.55177685824592,7.26504860866028e-08,4.42136796938661e-05,7.76383279125703,TRUE
TC1700008178.hg.1,ATP5MC1,ATP synthase membrane subunit c locus 1,516,-0.488717108590363,8.56694880336664,-5.54401146819358,7.55767058638891e-08,4.45571916508791e-05,7.72705064110613,TRUE
TC1200008677.hg.1,RPL18A,ribosomal protein L18a,6142,-0.447264795216258,10.3385275934174,-5.53408940264784,7.94831414339223e-08,4.5440271099769e-05,7.68011068400561,TRUE
TC1900009970.hg.1,BST2,bone marrow stromal cell antigen 2,684,-0.583271947605546,6.46203896942459,-5.52137402530024,8.4777841410751e-08,4.70417281192714e-05,7.62005066537477,TRUE
TC0300009724.hg.1,VPS8,VPS8 subunit of CORVET complex,23355,0.455827225300355,8.08593045953462,5.50948212361326,9.00396141145722e-08,4.85339245681577e-05,7.56397671267567,TRUE
TC1600008984.hg.1,RPUSD1,RNA pseudouridine synthase domain containing 1,113000,-0.333887552633589,5.95973596090234,-5.47788333070059,1.05614397347128e-07,5.22277197746857e-05,7.41543285209237,TRUE
TC1900011840.hg.1,TIMM13,translocase of inner mitochondrial membrane 13,26517,-0.391561344806495,6.12788473689864,-5.46649634602258,1.11846243526786e-07,5.22277197746857e-05,7.36206553056864,TRUE
TC0500012965.hg.1,LMAN2,"lectin, mannose binding 2",10960,-0.263604310274417,9.74362473436125,-5.45953092336568,1.15833215444322e-07,5.22277197746857e-05,7.32946316390389,TRUE
TC1100008147.hg.1,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1,4723,-0.324423348834876,7.87252451965424,-5.45778103177132,1.16856389344247e-07,5.22277197746857e-05,7.32127768720864,TRUE
TC0300011054.hg.1,CCDC71,coiled-coil domain containing 71,64925,-0.380443296372747,5.29159323173845,-5.45552232386846,1.18190086469058e-07,5.22277197746857e-05,7.3107151283755,TRUE
TC1200010832.hg.1,SMUG1,single-strand-selective monofunctional uracil-DNA glycosylase 1,23583,-0.348291697533469,6.21894954984199,-5.45224715153438,1.20150328923976e-07,5.22277197746857e-05,7.29540523174013,TRUE
TC1700012313.hg.1,MRPL12,mitochondrial ribosomal protein L12,6182,-0.225801493671383,6.62294791987543,-5.44457721595129,1.24865556182505e-07,5.22277197746857e-05,7.25957981333034,TRUE
TC1600007982.hg.1,HERPUD1,homocysteine inducible ER protein with ubiquitin like domain 1,9709,-0.303898124626787,9.37790844150641,-5.44441934846716,1.24964475321484e-07,5.22277197746857e-05,7.25884284328787,TRUE
TC0200011548.hg.1,EIPR1,EARP complex and GARP complex interacting protein 1,7260,-0.365046654321629,7.04412224979993,-5.43799925689232,1.29052545800595e-07,5.22277197746857e-05,7.22888611159695,TRUE
TC0500013080.hg.1,MIR340,microRNA 340,442908,0.401903693006217,3.17931433287839,5.43485181848505,1.31103974600189e-07,5.22277197746857e-05,7.21420991507148,TRUE
TC0500012979.hg.1,DDX41,DEAD-box helicase 41,51428,-0.300743585048732,7.96659949489861,-5.43304561625392,1.32295511738449e-07,5.22277197746857e-05,7.20579075517073,TRUE
TC1600010971.hg.1,ARLNC1,androgen receptor regulated long noncoding RNA 1,100996425,0.211788616613688,5.34830157037313,5.43287785078713,1.32406718677328e-07,5.22277197746857e-05,7.20500886888018,TRUE
TC0900009908.hg.1,RPP25L,ribonuclease P/MRP subunit p25 like,138716,-0.338148976986433,5.69998544808302,-5.43216408267186,1.32880872955842e-07,5.22277197746857e-05,7.20168249726109,TRUE
TC0800007057.hg.1,DOCK5,dedicator of cytokinesis 5,80005,0.393081348885687,10.0395947490297,5.42397950095125,1.38437373465201e-07,5.27499287351256e-05,7.16356422020218,TRUE
TC0600013433.hg.1,SF3B5,splicing factor 3b subunit 5,83443,-0.467080876042267,5.81039310053484,-5.41988972546221,1.41297992075626e-07,5.27499287351256e-05,7.1445335606003,TRUE
TC1700006512.hg.1,PITPNA-AS1,PITPNA antisense RNA 1,100306951,-0.327473374070809,5.60143964507065,-5.41805824486234,1.42597602326482e-07,5.27499287351256e-05,7.13601488685779,TRUE
TC0X00006794.hg.1,PRDX4,peroxiredoxin 4,10549,-0.497427109713256,5.9607158304546,-5.41037685260594,1.48176117871374e-07,5.32783937146729e-05,7.10031124559002,TRUE
TC0300013787.hg.1,TTLL3,tubulin tyrosine ligase like 3,26140,0.361152178803406,7.92357892078399,5.40559414358302,1.51756160593733e-07,5.32783937146729e-05,7.078100829086,TRUE
TC1500010429.hg.1,CIB1,calcium and integrin binding 1,10519,-0.41465656175987,5.97837172653594,-5.40461641797164,1.52498317639793e-07,5.32783937146729e-05,7.07356225586801,TRUE
TC1900008689.hg.1,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha,5518,-0.308755905769917,8.0981765558041,-5.39102256319294,1.63190092374381e-07,5.58378889594253e-05,7.01052635881222,TRUE
TC0900011634.hg.1,TRUB2,TruB pseudouridine synthase family member 2,26995,-0.493913483564922,5.3142647413333,-5.38790409235345,1.65743760295124e-07,5.58378889594253e-05,6.99608321281137,TRUE
TC1900011098.hg.1,BCAT2,branched chain amino acid transaminase 2,587,-0.354730829730356,5.95993045262936,-5.38083102620857,1.71680689565936e-07,5.68232963044026e-05,6.96334862300821,TRUE
TC1600011326.hg.1,JPT2,Jupiter microtubule associated homolog 2,90861,-0.398762547127164,5.23211162624453,-5.34973793984596,2.00325574912134e-07,6.51610740740055e-05,6.81984699350899,TRUE
TC0600011123.hg.1,H4C2,H4 clustered histone 2,8366,-0.307508768062782,2.75258861319328,-5.34133644096286,2.08831156708707e-07,6.67764169909571e-05,6.78118400088847,TRUE
TC1900007319.hg.1,MRPL34,mitochondrial ribosomal protein L34,64981,-0.397311812216047,7.39437450630822,-5.33345090399188,2.17133179040337e-07,6.82739092629167e-05,6.74493879624532,TRUE
TC0600007679.hg.1,HLA-DPB2,"major histocompatibility complex, class II, DP beta 2 (pseudogene)",3116,-0.531467966763731,5.57503789505073,-5.32357670624774,2.27982236147962e-07,6.89641206681598e-05,6.69961217334279,TRUE
TC1600011472.hg.1,NMRAL1,NmrA like redox sensor 1,57407,-0.237415993150047,7.3867871177471,-5.31985687228558,2.32204466286955e-07,6.89641206681598e-05,6.68255372167985,TRUE
TC1600010637.hg.1,LOC100505942,uncharacterized LOC100505942,100505942,-0.37058452528479,4.89296039062477,-5.31971915069263,2.32362238645376e-07,6.89641206681598e-05,6.68192233653629,TRUE
TC1900006532.hg.1,RPS15,ribosomal protein S15,6209,-0.293783001359031,11.3691404351997,-5.31833807175407,2.33950160222741e-07,6.89641206681598e-05,6.67559148561654,TRUE
TC0600011357.hg.1,TRIM26,tripartite motif containing 26,7726,-0.294273685997301,7.58826490044882,-5.31312930537602,2.40034490940294e-07,6.96690877858399e-05,6.6517261869014,TRUE
TC1900011990.hg.1,RPL18,ribosomal protein L18,6141,-0.33727081870172,11.0741463211487,-5.30553036295673,2.49187440912791e-07,7.11145212610917e-05,6.61694268026343,TRUE
TC0600011482.hg.1,AGER,advanced glycosylation end-product specific receptor,177,0.37335441278258,6.35041818913839,5.30280391553465,2.52553425447532e-07,7.11145212610917e-05,6.60447215211238,TRUE
TC1100012995.hg.1,PTPMT1,protein tyrosine phosphatase mitochondrial 1,114971,-0.391100039068415,5.91645510435061,-5.29667221774096,2.60285643495433e-07,7.22139551497771e-05,6.57644475220133,TRUE
TC0900007623.hg.1,RPSAP9,ribosomal protein SA pseudogene 9,653162,-0.289465882371682,2.71645285187588,-5.29255329470433,2.65608356372883e-07,7.23705931802458e-05,6.55763189469089,TRUE
TC1700006587.hg.1,EMC6,ER membrane protein complex subunit 6,83460,-0.301698057370115,7.1309880107857,-5.2851292814631,2.75470435035769e-07,7.23705931802458e-05,6.5237524308882,TRUE
TC0100008126.hg.1,AKR1A1,aldo-keto reductase family 1 member A1,10327,-0.499503381754752,5.59949167942587,-5.28509055242541,2.75522804076461e-07,7.23705931802458e-05,6.52357578934191,TRUE
TC0300014065.hg.1,SERP1,stress associated endoplasmic reticulum protein 1,27230,-0.249384721523816,7.34222459420766,-5.28244732940464,2.79119895721935e-07,7.23705931802458e-05,6.5115225703163,TRUE
TC1000011745.hg.1,MIR4482,microRNA 4482,100616323,0.476794189160128,4.35193869972638,5.28151683740536,2.80397003038486e-07,7.23705931802458e-05,6.50728061559563,TRUE
TC0100013723.hg.1,MRPS15,mitochondrial ribosomal protein S15,64960,-0.336804641582288,6.78054508199348,-5.27900967772264,2.83866420827848e-07,7.23705931802458e-05,6.4958538352917,TRUE
TC0X00008886.hg.1,GTPBP6,GTP binding protein 6 (putative),8225,-0.25984725319706,5.34542032177916,-5.27229215335745,2.93369000982125e-07,7.37959943003835e-05,6.46525875146041,TRUE
TC0X00007209.hg.1,PQBP1,polyglutamine binding protein 1,10084,-0.301175439209842,7.98142237586795,-5.24381380619092,3.37201466120405e-07,8.32211309845118e-05,6.33589555778447,TRUE
TC0200015012.hg.1,ATP5MC3,ATP synthase membrane subunit c locus 3,518,-0.372783044418142,7.0179695043625,-5.24232492997183,3.39660080876042e-07,8.32211309845118e-05,6.32914756752211,TRUE
TC0400012300.hg.1,MIR4454,microRNA 4454,100616234,0.386099799940189,7.79981142557094,5.23202885119669,3.57145065850852e-07,8.59232468780175e-05,6.28252448406473,TRUE
TC0800009254.hg.1,ADCK5,aarF domain containing kinase 5,203054,-0.217262462964517,6.11765353715515,-5.23050996918154,3.59797334006328e-07,8.59232468780175e-05,6.27565277281104,TRUE
TC2000009198.hg.1,ADA,adenosine deaminase,100,-0.480774474356868,4.58070050393738,-5.22116436363544,3.76542459638078e-07,8.85519473412703e-05,6.23340628241661,TRUE
TC1600011514.hg.1,SMG1P2,SMG1 pseudogene 2,440354,0.34085094159677,10.4297794141082,5.21918099711621,3.80192289549607e-07,8.85519473412703e-05,6.22444824895742,TRUE
TC0700010910.hg.1,POLD2,"DNA polymerase delta 2, accessory subunit",5425,-0.437164788527332,6.14480238157788,-5.20880305282698,3.99857117656135e-07,9.19963948987883e-05,6.1776194772757,TRUE
TC0900006993.hg.1,ANXA2P2,annexin A2 pseudogene 2,304,-0.34615543190179,10.1594053389974,-5.19566000794469,4.26182373939395e-07,9.64142714831005e-05,6.11841989438364,TRUE
TC0200008041.hg.1,CCT7,chaperonin containing TCP1 subunit 7,10574,-0.554280040952302,6.77710520402012,-5.1941655729514,4.29280123215332e-07,9.64142714831005e-05,6.11169610952229,TRUE
TC0900011496.hg.1,PSMB7,proteasome 20S subunit beta 7,5695,-0.328639509055233,7.73113143700608,-5.18948559793465,4.39123072534895e-07,9.74646574875685e-05,6.09064984481201,TRUE
TC0300011047.hg.1,IMPDH2,inosine monophosphate dehydrogenase 2,3615,-0.355080962249565,6.68316330106633,-5.18547578229659,4.47730475891229e-07,9.82195716065573e-05,6.07262935093437,TRUE
TC0300011151.hg.1,RPL29,ribosomal protein L29,6159,-0.423639561820588,8.22429138549868,-5.17748624574759,4.65371498750292e-07,0.000100916076958885,6.03675666372754,TRUE
TC1100006441.hg.1,PSMD13,"proteasome 26S subunit, non-ATPase 13",5719,-0.238961766576013,8.46950858076553,-5.17294904770601,4.7568805811998e-07,0.000101981033005586,6.01640444186929,TRUE
TC0100010123.hg.1,FDPS,farnesyl diphosphate synthase,2224,-0.330778461375679,7.6181662699705,-5.16808781656793,4.86987606907759e-07,0.000102240473855415,5.99461449967325,TRUE
TC1700010191.hg.1,POLDIP2,DNA polymerase delta interacting protein 2,26073,-0.247133324381781,7.23957907078298,-5.16599394970691,4.91934488193651e-07,0.000102240473855415,5.98523399877205,TRUE
TC1100008002.hg.1,MRPL49,mitochondrial ribosomal protein L49,740,-0.435036008410187,6.82056539682751,-5.16295260822671,4.99206770707945e-07,0.000102240473855415,5.9716142190991,TRUE
TC1700010516.hg.1,NPEPPSP1,NPEPPS pseudogene 1,440434,0.281399340806804,7.52934810300717,5.16087081671321,5.04244650626009e-07,0.000102240473855415,5.96229519692872,TRUE
TC0700010275.hg.1,NDUFA4,NDUFA4 mitochondrial complex associated,4697,-0.363005886299819,8.27137782629922,-5.15885664179639,5.09165828927005e-07,0.000102240473855415,5.95328170944248,TRUE
TC1000008931.hg.1,MIR4295,microRNA 4295,100422909,0.629009884412668,5.42021952734193,5.15875556907576,5.09414000975777e-07,0.000102240473855415,5.95282948021325,TRUE
TC1900007108.hg.1,CALR,calreticulin,811,-0.319412342287984,10.6991220619093,-5.15550849799976,5.17449536986873e-07,0.00010265654419767,5.9383048852893,TRUE
TC1100013027.hg.1,COX8A,cytochrome c oxidase subunit 8A,1351,-0.355580093168387,8.85458686150188,-5.15354434380066,5.22369778595162e-07,0.00010265654419767,5.929522495462,TRUE
TC1700011435.hg.1,ICAM2,intercellular adhesion molecule 2,3384,-0.459051807840082,8.10071500241167,-5.1486001643971,5.34956795946795e-07,0.000103417257066725,5.907427240695,TRUE
TC1000010176.hg.1,MIR604,microRNA 604,693189,0.490045378029076,7.42283200839038,5.14772933958905,5.37204028015427e-07,0.000103417257066725,5.90353732798477,TRUE
TC0100010148.hg.1,LAMTOR2,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",28956,-0.256988018330742,7.34800821519318,-5.13786850190466,5.63298266867953e-07,0.000107345304067988,5.85952633387649,TRUE
TC1800008584.hg.1,ATP5F1A,ATP synthase F1 subunit alpha,498,-0.417720851247745,8.25613690182048,-5.13405028091531,5.73728917736258e-07,0.000107600562576747,5.84250291942427,TRUE
TC0400010713.hg.1,RPL21P44,ribosomal protein L21 pseudogene 44,402176,0.411355230120908,4.92850961008142,5.13200336721711,5.79397575417087e-07,0.000107600562576747,5.83338098649298,TRUE
TC1700007740.hg.1,RPL19,ribosomal protein L19,6143,-0.354999856102936,10.2933035579321,-5.1292711934614,5.87048671823882e-07,0.000107600562576747,5.82120977032943,TRUE
TC0100018302.hg.1,EFNA4,ephrin A4,1945,-0.324313231255308,4.78355493842561,-5.12901561378378,5.87769380363703e-07,0.000107600562576747,5.82007148576455,TRUE
TC0400009518.hg.1,SLC25A4,solute carrier family 25 member 4,291,-0.527232694412462,5.45492178014422,-5.12656171646307,5.94732932322976e-07,0.000107600562576747,5.80914478218869,TRUE
TC2000007294.hg.1,CTNNBL1,catenin beta like 1,56259,-0.306281478298254,7.08806780339077,-5.12512111108467,5.98858214277453e-07,0.000107600562576747,5.80273200920114,TRUE
TC1200012281.hg.1,EIF2B1,eukaryotic translation initiation factor 2B subunit alpha,1967,-0.287199594085934,7.9058528419377,-5.11780943819264,6.20227261444258e-07,0.000110388750135919,5.77020674865322,TRUE
TC0300010913.hg.1,CDCP1,CUB domain containing protein 1,64866,-0.336390474444984,3.89785442168661,-5.11367002920188,6.32650937736487e-07,0.000111102099560396,5.75180947261171,TRUE
TC1000006863.hg.1,RPP38,ribonuclease P/MRP subunit p38,10557,-0.406983476937403,6.55369815985782,-5.11256328732157,6.36013291239414e-07,0.000111102099560396,5.74689266544856,TRUE
TC0100013574.hg.1,PEF1,penta-EF-hand domain containing 1,553115,-0.425653293369909,4.42211355415539,-5.10866810325817,6.47985468436441e-07,0.000112154989426806,5.72959471575866,TRUE
TC1100011161.hg.1,TRMT112,tRNA methyltransferase activator subunit 11-2,51504,-0.327443462408185,8.27590960105889,-5.09605687592606,6.88264951403225e-07,0.000118043696119757,5.67366256891554,TRUE
TC0100008034.hg.1,ZNF691,zinc finger protein 691,51058,-0.290330108303047,4.56694881533602,-5.09361552031691,6.96338119296192e-07,0.000118352387014792,5.66284770239492,TRUE
TC1700011097.hg.1,LRRC59,leucine rich repeat containing 59,55379,-0.309477656001218,7.41254244089695,-5.0898591306752,7.08939458594375e-07,0.000119418319873585,5.64621553801512,TRUE
TC1900006956.hg.1,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",5300,-0.28891938073314,7.26466320657321,-5.08685064889052,7.19190977577736e-07,0.000119503886794251,5.63290198632582,TRUE
TC1400007695.hg.1,EIF2B2,eukaryotic translation initiation factor 2B subunit beta,8892,-0.311868250463867,7.36920565353231,-5.08599983132105,7.2211613985713e-07,0.000119503886794251,5.62913797628756,TRUE
TC1100009450.hg.1,DCPS,"decapping enzyme, scavenger",28960,-0.511671678489217,7.23393737703779,-5.07998551982416,7.43125081954782e-07,0.000121911285183991,5.60254512865915,TRUE
TC1900007313.hg.1,USE1,unconventional SNARE in the ER 1,55850,-0.278543850927185,7.97780332079038,-5.07645504069155,7.55732271380471e-07,0.000122908094106311,5.58694655303414,TRUE
TC0X00010803.hg.1,AIFM1,apoptosis inducing factor mitochondria associated 1,9131,-0.352573927626171,5.82910614469928,-5.07426446100929,7.63658683054666e-07,0.000122908094106311,5.57727238218645,TRUE
TC1700006721.hg.1,SLC16A13,solute carrier family 16 member 13,201232,-0.267294289205028,6.36923508671643,-5.07287018687399,7.68745632595394e-07,0.000122908094106311,5.571116651691,TRUE
TC1200007897.hg.1,TSPAN31,tetraspanin 31,6302,-0.337120329926486,7.53504662836983,-5.06772737472024,7.87794443121209e-07,0.000123842225608628,5.54842285669326,TRUE
TC0500006442.hg.1,SDHA,succinate dehydrogenase complex flavoprotein subunit A,6389,-0.263867897009735,7.63962061792232,-5.06754730221603,7.88469646661323e-07,0.000123842225608628,5.54762858231086,TRUE
TC0X00007558.hg.1,NLGN3,neuroligin 3,54413,0.546109724210317,5.05338623993729,5.06600354451142,7.942812095115e-07,0.000123842225608628,5.54082021639608,TRUE
TC1700006808.hg.1,RANGRF,RAN guanine nucleotide release factor,29098,-0.331442879393807,6.41763626661676,-5.05684187057043,8.29634518003177e-07,0.000128294137841377,5.50044923212614,TRUE
TC0X00007529.hg.1,IGBP1,immunoglobulin binding protein 1,3476,-0.294135978241874,8.18714123619179,-5.05180604124585,8.49711364451154e-07,0.000130330525217362,5.47828386088313,TRUE
TC0200016039.hg.1,PDE6D,phosphodiesterase 6D,5147,-0.175109528155046,7.97475449001744,-5.04638933637848,8.71832046125899e-07,0.000132645027275897,5.45446190525655,TRUE
TC1100008612.hg.1,RPS28,ribosomal protein S28,6234,-0.395215967565839,11.25806183952,-5.03774377717388,9.08299138044025e-07,0.000136524627221772,5.41648253523525,TRUE
TC0700010046.hg.1,MRM2,mitochondrial rRNA methyltransferase 2,29960,-0.389255763676756,6.52640000764859,-5.03693053313078,9.11804464642388e-07,0.000136524627221772,5.41291270891287,TRUE
TC0600008050.hg.1,UBR2,ubiquitin protein ligase E3 component n-recognin 2,23304,0.291335092525665,9.94592492131403,5.03179055059353,9.34264379255931e-07,0.000138786077000334,5.39036092757661,TRUE
TC0200007058.hg.1,ATRAID,all-trans retinoic acid induced differentiation factor,51374,-0.359004217829517,8.3105430110159,-5.02943248224827,9.44746741685814e-07,0.000139009711823728,5.38002106741543,TRUE
TC1900007678.hg.1,POP4,"POP4 homolog, ribonuclease P/MRP subunit",10775,-0.39259506891107,6.86837265087952,-5.0281475893469,9.50506351386672e-07,0.000139009711823728,5.37438860465701,TRUE
TC1400007250.hg.1,RPL13AP3,ribosomal protein L13a pseudogene 3,645683,-0.341422298888676,6.59872219878196,-5.02611158539171,9.59702564814559e-07,0.000139274989136857,5.36546594565634,TRUE
TC0X00011173.hg.1,IDH3G,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma,3421,-0.287095439656534,9.5082108954396,-5.02414296198404,9.68676342357147e-07,0.000139504182251221,5.35684135075666,TRUE
TC2200009231.hg.1,MIF,macrophage migration inhibitory factor,4282,-0.417909592453977,7.36577690439112,-5.02011206063449,9.87305063663006e-07,0.000141109828265654,5.33919036731136,TRUE
TC1200007866.hg.1,SHMT2,serine hydroxymethyltransferase 2,6472,-0.353341861669319,8.81705062134624,-5.01525423237779,1.01021669547022e-06,0.000143004289709038,5.31793354009858,TRUE
TC2000006867.hg.1,NAA20,"N-alpha-acetyltransferase 20, NatB catalytic subunit",51126,-0.388493835594312,4.02090381333618,-5.01410327942247,1.01572006896062e-06,0.000143004289709038,5.31289964943307,TRUE
TC2200006641.hg.1,RANBP1,RAN binding protein 1,5902,-0.573300948623023,6.09129651889825,-5.00799565334222,1.0454134454603e-06,0.000144976887487445,5.28620251745678,TRUE
TC0500013316.hg.1,CD180,CD180 molecule,4064,-0.621831819108847,8.16285996815634,-5.00679426404173,1.05135234827317e-06,0.000144976887487445,5.28095420257841,TRUE
TC0200012562.hg.1,MIR8485,microRNA 8485,103504737,0.314638642520915,8.69118648999154,5.00553482908367,1.05761326158117e-06,0.000144976887487445,5.27545340585162,TRUE
TC2000008895.hg.1,PXMP4,peroxisomal membrane protein 4,11264,-0.276133020726152,6.80808734728692,-5.00496274436534,1.06046912293372e-06,0.000144976887487445,5.27295509789086,TRUE
TC1600006488.hg.1,STUB1,STIP1 homology and U-box containing protein 1,10273,-0.246783615290814,7.29184010208133,-4.99610789772156,1.10563653664078e-06,0.000150064308635,5.23431521624471,TRUE
TC0900008207.hg.1,SEC61B,SEC61 translocon subunit beta,10952,-0.377023554240282,7.20240013174982,-4.9938318071127,1.11754416020102e-06,0.000150597058045374,5.22439198563866,TRUE
TC1400007769.hg.1,ADCK1,aarF domain containing kinase 1,57143,-0.393162793034604,4.4847221267822,-4.98764126988627,1.15056209016871e-06,0.000153946839667539,5.19742118370323,TRUE
TC0800012167.hg.1,PUF60,poly(U) binding splicing factor 60,22827,-0.329877439116572,6.82862145296494,-4.98515548957127,1.16408430907168e-06,0.000154659257570044,5.18659881026146,TRUE
TC1900010073.hg.1,LPAR2,lysophosphatidic acid receptor 2,9170,0.3650563703956,8.39161928049421,4.98204500443394,1.18122161340514e-06,0.00015583865005945,5.17306280601836,TRUE
